web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733474464-874,VW T6.1 California 2.0 TDI Ocean Edition Liberty,CHF 56'910.–,61'000 km,Diesel,"Kreuzlingerstrasse 30, 8580 Amriswil",56910,61000,1,50000 - 99999,low-mid,46.99585723876953,6.943552494049072
1733474467-875,MERCEDES-BENZ Sprinter 316 Kombi 3550 2.7 CDI,CHF 27'500.–,211'000 km,Diesel,"Artherstrasse, 63, 6318 Walchwil",27500,211000,1,20000 - 49999,mid-high,47.30390167236328,7.6932172775268555
1733474471-876,"VW Vorführer ""AUTARK2"" Vollausstattung T6.1 SpaceCamper ClassicOpen Allrad Automat 2 Schiebetüren - kein California Ocean Beach",CHF 139'500.–,30'000 km,Diesel,"Lidostrasse 5, 6006 Luzern",139500,30000,1,100000 - 199999,low,47.19743347167969,8.813333511352539
1733474475-877,RENAULT MASTER L3H3 CAMPER WOHNMOBIL,CHF 38'500.–,57'000 km,Diesel,"Alpenblickstrasse 9c, 8853 Lachen",38500,57000,1,20000 - 49999,low-mid,47.20256423950195,7.784119606018066
1733474478-878,RENAULT MASTER CAMPER WOHNMOBIL,CHF 37'500.–,69'000 km,Diesel,"Alpenblickstrasse 9c, 8853 Lachen",37500,69000,1,20000 - 49999,low-mid,46.93537139892578,7.501008987426758
1733474487-880,NIESMANN + BISCHOFF Arto 88,CHF 89'890.–,63'000 km,Diesel,"Dammstrasse 2, 8112 Otelfingen ZH",89890,63000,1,50000 - 99999,low-mid,47.3494873046875,7.955150604248047
1733474490-881,VW T6.1 California 2.0 Bi-TDI Ocean Liberty Camper 4M,CHF 71'810.–,36'000 km,Diesel,"Chemin de Maillefer 34, 1052 LE MONT-SUR-LAUSANNE",71810,36000,1,50000 - 99999,low,47.60960006713867,8.533876419067383
1733474495-882,JEEP WRANGLER Rubicon Wohnwagen,CHF 38'900.–,169'800 km,Benzin,"Hauptstrasse 72, 4461 Böckten",38900,169800,0,20000 - 49999,mid,47.477447509765625,7.587740421295166
1733474502-883,VW T6 California 2.0 Bi-TDI Ocean GREY 4Motion,CHF 45'000.–,135'500 km,Diesel,"Gennersbrunnerstrasse 69, 8207 Schaffhausen",45000,135500,1,20000 - 49999,mid,47.44380187988281,9.069479942321777
1733474512-884,CARADO A464,CHF 79'000.–,25'000 km,Diesel,"Karmaad, 9473 Gams",79000,25000,1,50000 - 99999,low,47.41438674926758,8.095425605773926
1733474517-885,VW T6.1 California 2.0 TDI Beach Edition 4M DSG,CHF 71'800.–,10'000 km,Diesel,"Solothurnerstrasse 22, 4614 Hägendorf",71800,10000,1,50000 - 99999,low,47.37043380737305,8.37948226928711
1733474521-886,FIAT Capron,CHF 27'989.–,78'200 km,Diesel,"Route de la Pisciculture  37, 1700 Fibourg",27989,78200,1,20000 - 49999,low-mid,47.54731369018555,9.226140975952148
1733474528-887,VALEUR Home Van mit Hubbett,CHF 59'868.–,30'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",59868,30000,1,50000 - 99999,low,46.60173416137695,6.782556056976318
1733474535-888,PEUGEOT BOXER,CHF 29'999.–,35'000 km,Diesel,"Alpenblickstrasse 9c, 8853 Lachen",29999,35000,1,20000 - 49999,low,46.66046142578125,7.57821798324585
1733474542-889,FIAT MC Louis Steel 434,CHF 31'900.–,95'970 km,Diesel,"Dammstrasse 6, 8112 Otelfingen",31900,95970,1,20000 - 49999,low-mid,46.8819694519043,7.624114990234375
1733474548-890,VW T6.1 California 2.0 Bi-TDI Beach Edition 4Motion DSG *2 Schiebetüren*,CHF 79'900.–,12'000 km,Diesel,"Solothurnerstrasse 22, 4614 Hägendorf",79900,12000,1,50000 - 99999,low,46.650978088378906,6.531946659088135
1733474573-892,MALIBU Van 640 LE Coupé (Kastenwagen),CHF 63'900.–,49'000 km,Diesel,"Trogenerstrasse 1, 9042 Speicher",63900,49000,1,50000 - 99999,low,47.043601989746094,7.5021491050720215
1733474581-893,LAND ROVER 110 300TDi restaurierte Basis,CHF 110'500.–,265'000 km,Diesel,"Zelgstrasse 76, 3661 Uetendorf",110500,265000,1,100000 - 199999,mid-high,47.192195892333984,7.1341753005981445
1733474587-894,HOBBY OPTIMA DE LUXE T65 GE,CHF 71'900.–,12'250 km,Diesel,"Industriering 1000, 5742 Kölliken",71900,12250,1,50000 - 99999,low,47.45909881591797,8.40501594543457
1733474592-895,CARADO T135,CHF 53'500.–,60'000 km,Diesel,"Karmaad, 9473 Gams",53500,60000,1,50000 - 99999,low-mid,47.39253234863281,8.177163124084473
1733474600-896,RIMOR Kilig 50,CHF 59'300.–,35'000 km,Diesel,"Karmaad, 9473 Gams",59300,35000,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733474604-897,CITROEN Jumper Sunlight T67S manuell,CHF 57'995.–,25'896 km,Diesel,"Brünigstrasse 225, 6072 Sachseln",57995,25896,1,50000 - 99999,low,47.434513092041016,9.637459754943848
1733474615-900,VW T6.1 California 2.0 TDI Beach Liberty Spirit,CHF 66'800.–,20'550 km,Diesel,"Dorfstrasse 489, 5728 Gontenschwil",66800,20550,1,50000 - 99999,low,47.192195892333984,7.1341753005981445
1733474618-901,VW T6.1 California 2.0 TDI Beach Edition Liberty,CHF 70'400.–,20'000 km,Diesel,"Pierre-à-Mazel 25, 2000 Neuchâtel",70400,20000,1,50000 - 99999,low,47.425621032714844,8.630430221557617
1733474621-902,VW T6.1 California 2.0 TDI Beach Edition Spirit 4Motion,CHF 69'900.–,18'000 km,Diesel,"Hauptstrasse 19, 4853 Murgenthal",69900,18000,1,50000 - 99999,low,46.91464614868164,9.789543151855469
1733474625-903,VW T6.1 California 2.0 TDI Ocean Last Edition,CHF 76'000.–,10'000 km,Diesel,"Murtenstrasse 4, 3270 Aarberg",76000,10000,1,50000 - 99999,low,47.18104553222656,7.707192897796631
1733474628-904,DETHLEFFS Just 7052 EB,CHF 67'000.–,25'000 km,Diesel,"Karmaad, 9473 Gams",67000,25000,1,50000 - 99999,low,47.41460037231445,8.622008323669434
1733474630-905,CARADO A464,CHF 59'000.–,70'000 km,Diesel,"Karmaad, 9473 Gams",59000,70000,1,50000 - 99999,low-mid,46.52352523803711,6.642871856689453
1733474634-906,MERCEDES-BENZ Marco Polo Horizon 220 d 4M Automat,CHF 56'900.–,70'000 km,Diesel,"Route d'Yverdon 44, 1530 Payerne",56900,70000,1,50000 - 99999,low-mid,47.5308837890625,7.67845344543457
1733474637-907,CROSSCAMP Fiat Camper Van Flex 541 2023,CHF 58'800.–,13'400 km,Diesel,"Harzachstrasse 4, 8404 Winterthur",58800,13400,1,50000 - 99999,low,46.66026306152344,6.7076497077941895
1733474640-908,MALIBU Van 640 LE,CHF 45'900.–,90'150 km,Diesel,"Industriering 1000, 5742 Kölliken",45900,90150,1,20000 - 49999,low-mid,46.24207305908203,6.143271446228027
1733474643-909,VW T6.1 California 2.0 TDI Ocean 4Motion,CHF 54'700.–,72'500 km,Diesel,"Murgenthalerstrasse 3, 4628 Wolfwil Kt. SO",54700,72500,1,50000 - 99999,low-mid,47.03221130371094,8.399726867675781
1733474652-910,VW T6 California 2.0 TDI Ocean Liberty 4Motion,CHF 51'900.–,82'000 km,Diesel,"Pierre-à-Mazel 25, 2000 Neuchâtel",51900,82000,1,50000 - 99999,low-mid,47.50730895996094,8.493321418762207
1733474665-915,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 64'900.–,29'600 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",64900,29600,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733474668-916,VW Westfalia Kepler 4Motion,CHF 64'900.–,20'700 km,Diesel,"Route de Genève 14, 1131 Tolochenaz / Morges",64900,20700,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733474670-917,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 65'800.–,22'555 km,Diesel,"Bodenackerstrasse 71, 4657 Dulliken",65800,22555,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733474674-918,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 55'900.–,76'500 km,Diesel,"Badener Landstrasse 23, 8197 Rafz",55900,76500,1,50000 - 99999,low-mid,46.091285705566406,7.062888145446777
1733474677-919,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 44'800.–,126'400 km,Diesel,"Langenhagstrasse 21, 4147 Aesch",44800,126400,1,20000 - 49999,mid,47.31383514404297,8.799581527709961
1733474680-920,MORELO Palace 88 LB Life,CHF 248'900.–,36'000 km,Diesel,"Wilerstrasse 25, 9536 Schwarzenbach",248900,36000,1,200000 - 499999,low,47.172969818115234,8.956398010253906
1733474686-922,VW T6 California 2.0 TDI Ocean GREY 4Motion,CHF 62'000.–,75'000 km,Diesel,5023 Biberstein,62000,75000,1,50000 - 99999,low-mid,46.63349914550781,7.999499320983887
1733474689-923,DETHLEFFS Trend I 7057 EB,CHF 35'671.–,42'071 km,Diesel,8964 Rudolfstetten,35671,42071,1,20000 - 49999,low,46.58898162841797,6.622907638549805
1733474692-924,MERCEDES-BENZ Sprinter 316 4x4,CHF 38'000.–,130'000 km,Diesel,8586 Erlen,38000,130000,1,20000 - 49999,mid,47.05270767211914,7.623175144195557
1733474695-925,FLAGSTAFF Forest River + Nissan Navara,CHF 59'900.–,90'000 km,Diesel,1084 Carrouge,59900,90000,1,50000 - 99999,low-mid,46.670963287353516,7.047215461730957
1733474698-926,VW Cali. BiTDI Bea.Ed.Li.4MA,CHF 60'000.–,90'000 km,Diesel,3753 Oey,60000,90000,1,50000 - 99999,low-mid,47.36696243286133,8.522683143615723
1733474701-927,FIAT Ducato Dethleffs Eighty II,CHF 44'800.–,41'500 km,Diesel,3510 Konolfingen,44800,41500,1,20000 - 49999,low,46.58898162841797,6.622907638549805
1733474706-929,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 52'000.–,62'855 km,Diesel,1312 Eclepens,52000,62855,1,50000 - 99999,low-mid,46.226478576660156,7.293615341186523
1733474717-931,FORD Transit Custom L1H1 / S-Camper Limited Edition,CHF 34'900.–,30'000 km,Diesel,"Bernfeldweg 34, 3303 Jegenstorf",34900,30000,1,20000 - 49999,low,47.39875793457031,8.063063621520996
1733474720-932,CHAUSSON Ford 788 Titanium Premium,CHF 74'900.–,15'000 km,Diesel,"Grand-Rue 57, 2606 Corgémont",74900,15000,1,50000 - 99999,low,46.908939361572266,7.235764980316162
1733474725-934,KNAUS Tabbert TR Sport,CHF 27'900.–,100'500 km,Diesel,"Sägestrasse 51, 5600 Lenzburg",27900,100500,1,20000 - 49999,mid,47.04380798339844,7.273412704467773
1733474730-935,HOBBY MAXIA VAN 680 ET (H23),CHF 94'231.–,20'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",94231,20000,1,50000 - 99999,low,47.192195892333984,7.1341753005981445
1733474733-936,FIAT ETRUSCO T6900 SB,CHF 68'900.–,13'700 km,Diesel,"Neudorfstrasse 1, 9434 Au SG",68900,13700,1,50000 - 99999,low,47.462318420410156,8.952805519104004
1733474738-937,FIAT Ducato HYMER C634,CHF 35'990.–,80'700 km,Diesel,"Rte de Granges 1i/Box 38, 1607 Palézieux",35990,80700,1,20000 - 49999,low-mid,47.246665954589844,7.609896183013916
1733474749-939,SUN LIVING A70 DK,CHF 79'900.–,10'000 km,Diesel,"Grand-Rue 57, 2606 Corgémont",79900,10000,1,50000 - 99999,low,45.899051666259766,9.046585083007812
1733474752-940,BLUCAMP Blue Bird,CHF 499'000.–,322'000 km,Diesel,8306 Brüttisellen,499000,322000,1,200000 - 499999,mid-high,47.17750930786133,8.353095054626465
1733474754-941,MERCEDES-BENZ UNIMOG U2150,CHF 90'000.–,188'000 km,Diesel,7240 Prada,90000,188000,1,50000 - 99999,mid,47.16085433959961,9.016241073608398
1733474757-942,MERCEDES-BENZ Marco Polo 250 d 4Matic 7G-Tronic,CHF 51'500.–,73'000 km,Diesel,3360 Herzogenbuchsee,51500,73000,1,50000 - 99999,low-mid,46.77153396606445,8.671126365661621
1733474760-943,VW 40 4x4,CHF 65'000.–,260'000 km,Diesel,8305 Dietlikon,65000,260000,1,50000 - 99999,mid-high,47.40449523925781,8.5419921875
1733474763-944,RANDGER R560 4X4,CHF 69'500.–,43'000 km,Diesel,1005 lausanne,69500,43000,1,50000 - 99999,low,47.425079345703125,9.386930465698242
1733474766-945,BÜRSTNER //Ford A630 Nexxo Family//,CHF 24'990.–,89'810 km,Diesel,4133 Schweizerhalle,24990,89810,1,20000 - 49999,low-mid,46.190120697021484,6.118367671966553
1733474773-946,FIAT Ducato,CHF 29'000.–,105'971 km,Diesel,1063 Peyres-Possens,29000,105971,1,20000 - 49999,mid,47.32300567626953,8.011993408203125
1733474779-948,VW T6 California 2.0 TDI Ocean GREY 4Motion + Offroad Umbau,CHF 55'000.–,97'000 km,Diesel,6353 Weggis,55000,97000,1,50000 - 99999,low-mid,47.106346130371094,7.827782154083252
1733474782-949,EURA MOBIL Profilia 685,CHF 23'000.–,127'900 km,Diesel,8181 Höri,23000,127900,1,20000 - 49999,mid,46.47883605957031,8.796092987060547
1733474795-951,VW T6.1 Calif. TDI Beach Lib 4M A Edition DAKAR,CHF 73'850.–,36'000 km,Diesel,"St-Hubert 151, 2854 Bassecourt",73850,36000,1,50000 - 99999,low,46.22643280029297,6.085723400115967
1733474798-952,MERCEDES-BENZ 316 CDI 4x4 Camper X,CHF 109'000.–,39'500 km,Diesel,"Industriestrasse 16, 60551 Alpnach Dorf",109000,39500,1,100000 - 199999,low,46.543582916259766,6.500100612640381
1733474800-953,MERCEDES-BENZ 319 CDI KA 4x4,CHF 79'999.–,15'000 km,Diesel,"Kirchweg 88-90, 8750 Glarus",79999,15000,1,50000 - 99999,low,47.50992202758789,8.515660285949707
1733474806-955,HOBBY Vantana K65 ET De Luxe - Automat (G31),CHF 79'137.–,20'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",79137,20000,1,50000 - 99999,low,47.34405517578125,7.874294757843018
1733474808-956,HOBBY Vantana K65 ET De Luxe,CHF 79'770.–,20'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",79770,20000,1,50000 - 99999,low,47.2957878112793,7.344649314880371
1733474811-957,HOBBY Vantana K65 ET De Luxe - Automat,CHF 79'944.–,30'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",79944,30000,1,50000 - 99999,low,46.576358795166016,6.672225475311279
1733474814-958,VW T6.1 California 3000 2.0 TDI 150 Beach DSG 4m,CHF 75'000.–,23'000 km,Diesel,"Avenue du Grand-St-Bernard 78, 1920 Martigny",75000,23000,1,50000 - 99999,low,46.775814056396484,7.621240615844727
1733474817-959,MERCEDES-BENZ Marco Polo 250 d 4matic,CHF 51'900.–,44'000 km,Diesel,"Rapperswilerstrasse 66, 8620 Wetzikon",51900,44000,1,50000 - 99999,low,47.760982513427734,8.611381530761719
1733474819-960,RENAULT Master T35 2.3dCi 130 L3H3,CHF 38'000.–,78'000 km,Diesel,8863 Buttikon,38000,78000,1,20000 - 49999,low-mid,47.341087341308594,8.535780906677246
1733474822-961,VW T6 California Beach Edition Bi-TDI 4 MOTION DSG,CHF 60'000.–,60'000 km,Diesel,8002 Zürich,60000,60000,1,50000 - 99999,low-mid,47.651588439941406,9.11162281036377
1733474824-962,NIESMANN + BISCHOFF Smove,CHF 97'500.–,28'500 km,Diesel,3818 Grindelwald,97500,28500,1,50000 - 99999,low,46.22611999511719,6.1210150718688965
1733474827-963,CARTHAGO C-Compactline | 138 DB Super-Lightweight,CHF 59'900.–,32'000 km,Diesel,1054 Morrens,59900,32000,1,50000 - 99999,low,46.81439208984375,7.633904457092285
1733474829-964,FORD TRANSIT CUSTOM Nugget,CHF 49'500.–,46'000 km,Diesel,3400 Burgdorf,49500,46000,1,20000 - 49999,low,46.949337005615234,8.621942520141602
1733474832-965,VW LT 31,CHF 10'000.–,250'000 km,Benzin,1642 Sorens,10000,250000,0,0 - 19999,mid-high,47.19073486328125,8.869291305541992
1733474835-966,FIAT Adria Twin,CHF 22'900.–,205'000 km,Diesel,8003 Zürich,22900,205000,1,20000 - 49999,mid-high,47.331722259521484,8.790789604187012
1733474839-967,HYMER I 674 Intégral Automatik -  150cv,CHF 75'000.–,57'000 km,Diesel,1054 Morrens,75000,57000,1,50000 - 99999,low-mid,47.34405517578125,7.874294757843018
1733474842-968,RENAULT Master T35 2.3dCi 125 L3H2,CHF 17'000.–,137'000 km,Diesel,7276 Davos Frauenkirch,17000,137000,1,0 - 19999,mid,47.104122161865234,8.201128005981445
1733474844-969,VW T6 California 2.0 TDI Ocean 4Motion,CHF 49'900.–,85'000 km,Diesel,1963 Vétroz,49900,85000,1,20000 - 49999,low-mid,47.106346130371094,7.827782154083252
1733474856-971,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion / Video : https://youtu.be/H5XvLuw4pE8 / Bilder : https://youtu.be/mZ4oHtuzwC0,CHF 64'800.–,62'510 km,Diesel,"Tellistrasse 106, 5000 Aarau",64800,62510,1,50000 - 99999,low-mid,47.089988708496094,8.523122787475586
1733474862-972,VW T6.1 California 3000 2.0 TDI 150 Beach DSG,CHF 68'400.–,17'836 km,Diesel,"Murtenstrasse 40, 3177 Laupen",68400,17836,1,50000 - 99999,low,47.2048225402832,9.451728820800781
1733474873-975,KARMANN Davis 590 Lifestlye,CHF 62'900.–,15'000 km,Diesel,"Grand-Rue 57, 2606 Corgémont",62900,15000,1,50000 - 99999,low,47.38422775268555,8.168610572814941
1733474875-976,MERCEDES-BENZ Viano 2.2 CDI Fun lang Wagon*4x4*8-Plätzer*,CHF 29'999.–,193'800 km,Diesel,"Werkhofstrasse 1, 8360 Eschlikon TG",29999,193800,1,20000 - 49999,mid,46.52119064331055,6.784698009490967
1733474878-977,MERCEDES-BENZ Marco Polo 250 d 4matic,CHF 56'650.–,109'500 km,Diesel,"Solothurnstrasse 21, 4536 Attiswil",56650,109500,1,50000 - 99999,mid,46.220924377441406,6.1077494621276855
1733474881-978,WESTFALIA,CHF 35'990.–,49'700 km,Diesel,"Route de la Pisciculture  37, 1700 Fibourg",35990,49700,1,20000 - 49999,low,46.89486312866211,6.985591411590576
1733474884-979,VW T6.1 California Beach Edition,CHF 59'900.–,39'000 km,Diesel,6838 Cabbio,59900,39000,1,50000 - 99999,low,46.852603912353516,6.987341403961182
1733474887-980,CITROEN JUMPER,CHF 17'000.–,142'000 km,Diesel,5646 Abtwil,17000,142000,1,0 - 19999,mid,47.410057067871094,8.04912281036377
1733474892-982,ADRIA SONIC,CHF 45'000.–,65'000 km,Diesel,8865 Bilten,45000,65000,1,20000 - 49999,low-mid,47.752769470214844,8.70417594909668
1733474895-983,LAND ROVER,CHF 39'000.–,85'000 km,Benzin,6474 Amsteg,39000,85000,0,20000 - 49999,low-mid,46.958133697509766,7.41841459274292
1733474897-984,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 53'750.–,54'500 km,Diesel,8057 Zürich,53750,54500,1,50000 - 99999,low-mid,47.19050979614258,8.488865852355957
1733474903-986,MERCEDES-BENZ Marco Polo 300 d 4M A,CHF 62'900.–,60'000 km,Diesel,9000 St Gallen,62900,60000,1,50000 - 99999,low-mid,46.46229934692383,6.333913326263428
1733474907-987,MERCEDES-BENZ VARIO 616 D à négocier,CHF 35'000.–,160'000 km,Diesel,1213 Petit-Lancy,35000,160000,1,20000 - 49999,mid,47.2048225402832,9.451728820800781
1733474918-989,LAIKA X700,CHF 35'900.–,114'500 km,Diesel,"Industriering 1000, 5742 Kölliken",35900,114500,1,20000 - 49999,mid,47.40720748901367,7.844784736633301
1733474921-990,MERCEDES-BENZ Hymer 312 B 680 Star Line,CHF 21'900.–,91'789 km,Diesel,"Zugerstrasse 40, 6404 Küssnacht am Rigi",21900,91789,1,20000 - 49999,low-mid,47.50751495361328,9.024870872497559
1733474924-991,VW T6.1 California 2.0 TDI Ocean Edition Liberty DSG,CHF 62'490.–,33'700 km,Diesel,"Bernstrasse 86, 4953 Schwarzenbach",62490,33700,1,50000 - 99999,low,47.368675231933594,8.868452072143555
1733474931-993,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 71'810.–,36'000 km,Diesel,"Chemin de Maillefer 34, 1052 LE MONT-SUR-LAUSANNE",71810,36000,1,50000 - 99999,low,46.30784606933594,7.964730739593506
1733474934-994,BENIMAR TRANSIT tessoro 463,CHF 69'000.–,29'812 km,Diesel,"Chemin de Riantbosson 12, 1217 Meyrin",69000,29812,1,50000 - 99999,low,46.958133697509766,7.41841459274292
1733474937-995,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 68'490.–,32'000 km,Diesel,1113 Saint-Saphorin-sur-Morges,68490,32000,1,50000 - 99999,low,46.958133697509766,7.41841459274292
1733474940-996,MERCEDES-BENZ Marco Polo Horiz 250 d 4M,CHF 45'500.–,146'000 km,Diesel,"Wehntalerstrasse 24, 8181 Höri",45500,146000,1,20000 - 49999,mid,46.20500183105469,6.108198642730713
1733474943-997,FIAT Roller Team Livingstone 2,CHF 44'947.–,54'938 km,Diesel,"Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee",44947,54938,1,20000 - 49999,low-mid,45.989192962646484,8.953970909118652
1733474947-998,VW T5 California 2.0 TDI Beach,CHF 42'850.–,78'000 km,Diesel,"Dorfstrasse 146, 4612 Wangen bei Olten",42850,78000,1,20000 - 49999,low-mid,47.454246520996094,9.372618675231934
1733474951-999,BUCHER Duro 6x6,CHF 165'000.–,105'000 km,Diesel,2740 Moutier,165000,105000,1,100000 - 199999,mid,47.36696243286133,8.522683143615723
1733474954-1000,MERCEDES-BENZ Sprinter,CHF 45'000.–,370'000 km,Diesel,1000 Lausanne,45000,370000,1,20000 - 49999,mid-high,46.338470458984375,8.009241104125977
1733474957-1001,MERCEDES-BENZ Sprinter,CHF 32'000.–,150'000 km,Diesel,3613 Steffisburg,32000,150000,1,20000 - 49999,mid,47.64026641845703,9.195489883422852
1733474959-1002,VW T6 California 2.0 TDI Beach Edition,CHF 39'900.–,90'000 km,Diesel,8232 Merishausen,39900,90000,1,20000 - 49999,low-mid,46.79024124145508,6.806734561920166
1733474964-1004,VW T6.1 California 2.0 TDI Beach Edition Liberty,CHF 62'999.–,18'500 km,Diesel,8274 Tägerwilen,62999,18500,1,50000 - 99999,low,46.77615737915039,7.615246295928955
1733474967-1005,MERCEDES-BENZ VITO 113 CDI Blue Efficency,CHF 9'900.–,220'000 km,Diesel,1218 Grand-Saconnex,9900,220000,1,0 - 19999,mid-high,47.41559600830078,8.609728813171387
1733474969-1006,VW T6.1 California 2.0 TDI Ocean 4Motion,CHF 69'800.–,39'600 km,Diesel,3674 Bleiken,69800,39600,1,50000 - 99999,low,47.50569152832031,8.539552688598633
1733474972-1007,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 54'000.–,170'000 km,Diesel,6452 Sisikon,54000,170000,1,50000 - 99999,mid,47.387489318847656,9.272183418273926
1733474976-1008,HYMER Grand Canyon S 4x4,CHF 122'500.–,15'500 km,Diesel,8853 Lachen,122500,15500,1,100000 - 199999,low,47.30968475341797,8.794832229614258
1733474985-1009,VW T6.1 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 79'800.–,24'800 km,Diesel,"Buchgrindelstrasse 21, 8620 Wetzikon",79800,24800,1,50000 - 99999,low,47.51174545288086,8.519668579101562
1733474990-1010,VW T6.1 California 2.0 Bi-TDI Ocean,CHF 69'850.–,56'000 km,Diesel,"Dorfstrasse 146, 4612 Wangen bei Olten",69850,56000,1,50000 - 99999,low-mid,47.19435501098633,7.406856536865234
1733474994-1011,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 64'900.–,12'800 km,Diesel,"Surseestrasse 32, 6206 Neuenkirch",64900,12800,1,50000 - 99999,low,47.0159912109375,7.455813407897949
1733474998-1012,VW T6.1 California 2.0 TDI Ocean Edition Liberty,CHF 62'490.–,37'900 km,Diesel,"Bernstrasse 86, 4953 Schwarzenbach",62490,37900,1,50000 - 99999,low,46.774539947509766,7.206732749938965
